2014-01-01,14236.8949842453,NULL
2014-02-01,4519.89195883274,-9717.00302541256
2014-03-01,55691.0094711781,51171.1175123453
2014-04-01,28295.344894886,-27395.664576292
2014-05-01,23648.2868702412,-4647.05802464485
2014-06-01,34595.1274838448,10946.8406136036
2014-07-01,33946.3927909136,-648.734692931175
2014-08-01,27909.4681773186,-6036.92461359501
2014-09-01,81777.3513105512,53867.8831332326
2014-10-01,31453.3927481174,-50323.9585624337
2014-11-01,78628.7165292501,47175.3237811327
2014-12-01,69545.6202806234,-9083.09624862671
2015-01-01,18174.0755178928,-51371.5447627306
2015-02-01,11951.4109165668,-6222.66460132599
2015-03-01,38726.25218153,26774.8412649632
2015-04-01,34195.2084971666,-4531.04368436337
2015-05-01,30131.6868264675,-4063.52167069912
2015-06-01,24797.2919781804,-5334.39484828711
2015-07-01,28765.3249256611,3968.03294748068
2015-08-01,36898.3321795464,8133.00725388527
2015-09-01,64595.9182552099,27697.5860756636
2015-10-01,31404.923363924,-33190.9948912859
2015-11-01,75972.5631457567,44567.6397818327
2015-12-01,74919.5215156078,-1053.04163014889
2016-01-01,18542.4910029173,-56377.0305126905
2016-02-01,22978.8151884079,4436.32418549061
2016-03-01,51715.8751164675,28737.0599280596
2016-04-01,38750.0386896133,-12965.8364268541
2016-05-01,56987.7272846699,18237.6885950565
2016-06-01,40344.5338503718,-16643.193434298
2016-07-01,39261.9630224705,-1082.57082790136
2016-08-01,31115.3742319345,-8146.58879053593
2016-09-01,73410.024766922,42294.6505349875
2016-10-01,59687.74467659,-13722.280090332
2016-11-01,79411.9655240774,19724.2208474875
2016-12-01,96999.0428646803,17587.0773406029
2017-01-01,43971.3735375404,-53027.6693271399
2017-02-01,20301.1333481073,-23670.2401894331
2017-03-01,58872.3525214195,38571.2191733122
2017-04-01,36521.5361158848,-22350.8164055347
2017-05-01,44261.1099559069,7739.57384002209
2017-06-01,52981.725668788,8720.61571288109
2017-07-01,45264.415922761,-7717.30974602699
2017-08-01,63120.8877636194,17856.4718408585
2017-09-01,87866.6517419815,24745.7639783621
2017-10-01,77776.9230260849,-10089.7287158966
2017-11-01,118447.824670434,40670.9016443491
2017-12-01,83829.318554163,-34618.506116271
